title,first_name,last_name,emp_no,from_date,salary,birth_date
Senior Engineer,Hiroyasu,Bennis,223259,1987-07-15,48251,1955-05-26
Senior Staff,Selwyn,Terlouw,223266,1991-09-03,41831,1953-07-29
Staff,Selwyn,Terlouw,223266,1991-09-03,41831,1953-07-29
Senior Staff,Patricio,Kamble,223272,1995-05-10,51463,1955-11-26
Senior Staff,Sedat,Streng,223284,1988-08-18,54259,1954-08-06
Staff,Sedat,Streng,223284,1988-08-18,54259,1954-08-06
Senior Staff,Heekeun,Luft,223287,1988-01-31,54059,1953-11-01
Staff,Heekeun,Luft,223287,1988-01-31,54059,1953-11-01
Senior Staff,Kasidit,Savasere,223292,1989-05-27,76243,1955-12-15
Staff,Kasidit,Savasere,223292,1989-05-27,76243,1955-12-15
Senior Staff,Doowon,Bressoud,223299,1986-09-19,74816,1955-07-19
Staff,Doowon,Bressoud,223299,1986-09-19,74816,1955-07-19
Senior Engineer,Manohar,Deville,223305,1988-11-02,40000,1953-01-18
Senior Staff,Jolita,Erdi,223310,1992-06-28,73898,1953-01-12
Staff,Jolita,Erdi,223310,1992-06-28,73898,1953-01-12
Senior Staff,Tamiya,Rahier,223314,1997-03-25,49113,1953-03-04
Staff,Tamiya,Rahier,223314,1997-03-25,49113,1953-03-04
Engineer,Ronnie,Terlouw,223319,1985-06-05,40541,1952-10-25
Senior Engineer,Ronnie,Terlouw,223319,1985-06-05,40541,1952-10-25
Senior Staff,Teunis,Peron,223327,1985-12-05,84926,1953-07-17
Staff,Teunis,Peron,223327,1985-12-05,84926,1953-07-17
Senior Staff,Olivera,Benaini,223328,1990-04-10,45316,1954-05-23
Staff,Olivera,Benaini,223328,1990-04-10,45316,1954-05-23
Senior Staff,Perla,Eiter,223344,1988-07-27,81568,1955-07-01
Staff,Perla,Eiter,223344,1988-07-27,81568,1955-07-01
Engineer,Jeanna,Milicic,223352,1986-10-22,40000,1953-03-07
Senior Engineer,Jeanna,Milicic,223352,1986-10-22,40000,1953-03-07
Staff,Hauke,Marletta,223355,1998-03-14,40000,1952-09-24
Staff,Nahum,Dehkordi,223379,1997-09-01,54234,1954-02-18
Engineer,Masadi,Schnelling,223381,1985-03-15,40000,1955-04-11
Senior Engineer,Masadi,Schnelling,223381,1985-03-15,40000,1955-04-11
Engineer,Zito,Beilner,223382,1996-09-22,50193,1955-08-25
Engineer,Rimon,Khalil,223384,1999-04-05,40000,1953-05-31
Engineer,Ziya,Chinen,223385,1989-08-23,43170,1953-03-18
Senior Engineer,Ziya,Chinen,223385,1989-08-23,43170,1953-03-18
Senior Staff,Duke,Curless,223387,1989-03-28,40000,1953-07-04
Senior Staff,Shuho,Adachi,223389,1994-08-29,82793,1953-09-01
Engineer,Rasiah,Falck,223390,1985-02-15,40000,1954-08-21
Senior Engineer,Rasiah,Falck,223390,1985-02-15,40000,1954-08-21
Assistant Engineer,Jamaludin,Morris,223397,1986-02-25,57458,1954-04-16
Engineer,Jamaludin,Morris,223397,1986-02-25,57458,1954-04-16
Senior Engineer,Jamaludin,Morris,223397,1986-02-25,57458,1954-04-16
Engineer,Geoff,Denos,223398,1985-08-23,43424,1954-08-12
Senior Engineer,Geoff,Denos,223398,1985-08-23,43424,1954-08-12
Engineer,Aamer,Radivojevic,223399,1999-11-07,45792,1953-09-24
Engineer,Stepehn,Engelmann,223403,1990-05-31,40000,1953-12-29
Assistant Engineer,Gift,Yoshimura,223406,1987-03-31,59178,1952-04-05
Engineer,Gift,Yoshimura,223406,1987-03-31,59178,1952-04-05
Senior Engineer,Gift,Yoshimura,223406,1987-03-31,59178,1952-04-05
Senior Staff,Susuma,Rande,223407,1997-10-17,40000,1955-05-19
Assistant Engineer,Jingling,Gist,223413,1985-04-15,50239,1952-04-04
Engineer,Jingling,Gist,223413,1985-04-15,50239,1952-04-04
Senior Staff,Moni,Markovitch,223418,1988-02-24,89878,1954-03-10
Staff,Moni,Markovitch,223418,1988-02-24,89878,1954-03-10
Staff,Supot,Rullman,223423,1997-02-09,40000,1954-10-28
Senior Staff,Billur,Weedon,223425,1996-07-14,44352,1952-02-24
Staff,Billur,Weedon,223425,1996-07-14,44352,1952-02-24
Senior Staff,Weicheng,Billingsley,223431,1992-08-30,40000,1954-01-14
Staff,Weicheng,Billingsley,223431,1992-08-30,40000,1954-01-14
Engineer,JoAnna,Birke,223443,1986-04-22,40000,1955-08-07
Senior Engineer,JoAnna,Birke,223443,1986-04-22,40000,1955-08-07
Engineer,Teunis,Albarhamtoshy,223450,1992-09-11,54832,1955-02-02
Senior Engineer,Teunis,Albarhamtoshy,223450,1992-09-11,54832,1955-02-02
Engineer,Stabislas,Stassinopoulos,223456,1994-06-12,67303,1953-01-28
Senior Engineer,Stabislas,Stassinopoulos,223456,1994-06-12,67303,1953-01-28
Senior Staff,Manibrata,Kusalik,223461,1986-11-10,76441,1954-05-31
Staff,Manibrata,Kusalik,223461,1986-11-10,76441,1954-05-31
Senior Staff,Carrsten,Avouris,223476,1986-03-11,60688,1952-10-15
Staff,Carrsten,Avouris,223476,1986-03-11,60688,1952-10-15
Senior Staff,Nahla,Danley,223483,1988-09-20,40000,1954-09-14
Staff,Nahla,Danley,223483,1988-09-20,40000,1954-09-14
Senior Staff,Mang,England,223486,1989-01-04,76578,1954-10-18
Staff,Mang,England,223486,1989-01-04,76578,1954-10-18
Engineer,Diederik,Snyers,223491,1985-05-13,40000,1952-05-03
Senior Engineer,Diederik,Snyers,223491,1985-05-13,40000,1952-05-03
Senior Engineer,Maja,Frolund,223493,1989-08-30,44318,1952-03-31
Senior Staff,Gennady,Cappelletti,223501,1999-04-21,61742,1955-07-06
Engineer,Haldon,Osgood,223509,1987-10-28,44276,1952-03-19
Senior Engineer,Haldon,Osgood,223509,1987-10-28,44276,1952-03-19
Engineer,Arra,Alvarado,223514,1989-06-22,72903,1952-11-14
Senior Staff,Toong,Kropf,223525,1985-07-27,48624,1955-08-21
Staff,Toong,Kropf,223525,1985-07-27,48624,1955-08-21
Engineer,Tommaso,Anily,223526,1989-02-11,40000,1954-10-13
Senior Engineer,Tommaso,Anily,223526,1989-02-11,40000,1954-10-13
Engineer,Samphel,Kamber,223539,1987-11-20,51517,1954-02-20
Senior Engineer,Samphel,Kamber,223539,1987-11-20,51517,1954-02-20
Engineer,Basil,Peres,223543,1994-07-08,61263,1952-11-28
Senior Engineer,Basil,Peres,223543,1994-07-08,61263,1952-11-28
Engineer,Gaetan,Heijenga,223547,1985-03-13,43319,1952-06-04
Senior Engineer,Gaetan,Heijenga,223547,1985-03-13,43319,1952-06-04
Senior Staff,Seongbae,McFarlan,223550,1985-07-26,41715,1952-04-18
Staff,Seongbae,McFarlan,223550,1985-07-26,41715,1952-04-18
Senior Staff,Ortrun,Verhaegen,223555,1994-05-10,48596,1955-06-04
Staff,Ortrun,Verhaegen,223555,1994-05-10,48596,1955-06-04
Senior Staff,Nishit,Polajnar,223557,1985-09-22,54176,1953-07-07
Staff,Nishit,Polajnar,223557,1985-09-22,54176,1953-07-07
Senior Staff,Claude,Bresenham,223559,1988-05-09,46132,1955-02-21
Staff,Claude,Bresenham,223559,1988-05-09,46132,1955-02-21
Assistant Engineer,Ymte,Waleschkowski,223565,1988-05-24,40000,1953-04-06
Engineer,Ymte,Waleschkowski,223565,1988-05-24,40000,1953-04-06
Senior Engineer,Ymte,Waleschkowski,223565,1988-05-24,40000,1953-04-06
Senior Staff,Luise,Skrikant,223581,1993-02-25,43449,1952-11-30
Senior Engineer,Janalee,Acton,223594,1998-03-08,40000,1955-08-10
Engineer,Hitomi,Unni,223603,1985-03-18,67879,1953-01-23
Senior Staff,Uwe,Orlowski,223619,1986-03-07,69736,1954-12-27
Staff,Uwe,Orlowski,223619,1986-03-07,69736,1954-12-27
Engineer,Kazuyasu,Marshall,223620,1992-04-16,56248,1955-10-28
Senior Engineer,Kazuyasu,Marshall,223620,1992-04-16,56248,1955-10-28
Senior Engineer,Mokhtar,Cyre,223624,1995-02-26,41791,1953-07-06
Senior Staff,Tomokazu,Shumilov,223645,1999-12-30,46019,1955-12-02
Engineer,Amalendu,Vidya,223652,1988-05-05,52731,1953-03-21
Senior Engineer,Amalendu,Vidya,223652,1988-05-05,52731,1953-03-21
Senior Staff,Eishiro,Oskamp,223656,1988-01-01,49224,1954-01-22
Staff,Eishiro,Oskamp,223656,1988-01-01,49224,1954-01-22
Technique Leader,Kazuhide,Luca,223657,1988-10-06,59727,1954-05-03
Senior Staff,Ibibia,Deville,223672,1987-02-04,46015,1955-09-10
Staff,Ibibia,Deville,223672,1987-02-04,46015,1955-09-10
Technique Leader,Dulce,Zedlitz,223675,1985-06-05,67826,1952-10-22
Senior Staff,Kokou,Bottner,223703,1985-03-04,94441,1954-10-09
Staff,Kokou,Bottner,223703,1985-03-04,94441,1954-10-09
Engineer,Moti,Peroz,223711,1987-05-09,40000,1954-08-24
Senior Engineer,Moti,Peroz,223711,1987-05-09,40000,1954-08-24
Senior Engineer,Nahla,Mitchem,223729,1986-10-22,62174,1954-03-01
Engineer,Tsutomu,Restivo,223731,1987-12-24,40000,1954-10-20
Senior Engineer,Tsutomu,Restivo,223731,1987-12-24,40000,1954-10-20
Senior Staff,Bowen,Perng,223732,1988-03-13,40102,1952-12-20
Technique Leader,Arlette,Salvesen,223742,1998-12-17,40000,1952-06-22
Senior Staff,Jenwei,Jeansoulin,223745,1987-10-03,56912,1955-03-29
Staff,Jenwei,Jeansoulin,223745,1987-10-03,56912,1955-03-29
Senior Staff,Shaibal,Dayana,223750,1989-06-08,57729,1955-02-05
Staff,Shaibal,Dayana,223750,1989-06-08,57729,1955-02-05
Senior Staff,Mani,Stifter,223768,1990-08-02,63956,1953-11-01
Staff,Mani,Stifter,223768,1990-08-02,63956,1953-11-01
Staff,Jayesh,Perry,223770,1996-03-29,92106,1955-04-24
Staff,Jianhao,Ghalwash,223779,1995-05-20,50721,1955-04-20
Engineer,Jinya,Olivero,223788,1991-03-07,50891,1953-02-20
Senior Engineer,Jinya,Olivero,223788,1991-03-07,50891,1953-02-20
Senior Staff,Aron,Rubsam,223790,1988-12-31,40000,1955-08-14
Staff,Aron,Rubsam,223790,1988-12-31,40000,1955-08-14
Technique Leader,Reuven,Perl,223812,1986-11-18,52501,1954-09-25
Staff,Remco,Geffroy,223822,1995-06-23,64579,1955-07-26
Technique Leader,Bernice,Driscoll,223827,1986-11-28,54389,1955-03-24
Engineer,Huican,Biros,223830,1986-05-24,52074,1953-03-24
Senior Engineer,Huican,Biros,223830,1986-05-24,52074,1953-03-24
Staff,Subir,Delgrange,223849,1988-09-27,59523,1954-06-20
Engineer,Mamdouh,Rossi,223850,1995-03-13,58632,1954-01-04
Engineer,Anestis,Vidya,223856,1988-06-04,76523,1953-05-23
Senior Engineer,Anestis,Vidya,223856,1988-06-04,76523,1953-05-23
Senior Engineer,Udaiprakash,Woycyznski,223869,1994-02-28,40000,1952-08-01
Engineer,Youssef,Kobara,223870,1997-03-19,40000,1952-05-17
Senior Staff,Supot,Penttonen,223872,1991-12-31,64205,1954-02-11
Senior Staff,Giao,Pauthner,223874,1986-02-03,62583,1955-07-22
Staff,Giao,Pauthner,223874,1986-02-03,62583,1955-07-22
Engineer,Alassane,Delaune,223886,1992-06-30,40000,1955-11-17
Senior Staff,Gino,Stentiford,223888,1996-10-19,44973,1954-08-16
Engineer,Boalin,Kropp,223891,1987-10-29,65677,1954-11-12
Senior Engineer,Boalin,Kropp,223891,1987-10-29,65677,1954-11-12
Senior Staff,Sverrir,Peltason,223910,1988-02-12,72167,1953-07-24
Staff,Sverrir,Peltason,223910,1988-02-12,72167,1953-07-24
Assistant Engineer,Bernice,Furudate,223927,1986-05-07,40000,1954-03-14
Engineer,Bernice,Furudate,223927,1986-05-07,40000,1954-03-14
Senior Engineer,Bernice,Furudate,223927,1986-05-07,40000,1954-03-14
Engineer,Lihong,Yurek,223934,1988-09-08,40651,1955-07-28
Senior Engineer,Lihong,Yurek,223934,1988-09-08,40651,1955-07-28
Senior Engineer,Heekeun,Schoegge,223937,1999-10-16,40000,1952-12-21
Engineer,Takanari,Deyuan,223941,1999-09-10,77704,1955-07-01
Engineer,Elgin,Plessier,223942,1989-05-27,41353,1953-01-31
Senior Engineer,Elgin,Plessier,223942,1989-05-27,41353,1953-01-31
Assistant Engineer,Marjo,Jansen,223970,1985-06-10,40000,1952-03-02
Engineer,Marjo,Jansen,223970,1985-06-10,40000,1952-03-02
Senior Engineer,Marjo,Jansen,223970,1985-06-10,40000,1952-03-02
Engineer,Mikhail,Bisiani,223971,1999-07-21,40000,1952-09-10
Senior Staff,Phillip,Peng,223972,1988-10-18,62310,1952-09-27
Staff,Phillip,Peng,223972,1988-10-18,62310,1952-09-27
Engineer,Yongmin,Kusakabe,223975,1989-04-30,78467,1955-08-17
Senior Engineer,Yongmin,Kusakabe,223975,1989-04-30,78467,1955-08-17
Senior Staff,Christoph,Cheshire,223981,1986-02-23,63502,1952-11-22
Staff,Christoph,Cheshire,223981,1986-02-23,63502,1952-11-22
Engineer,Wayne,Lorch,223987,1986-06-26,40000,1952-09-17
Senior Engineer,Wayne,Lorch,223987,1986-06-26,40000,1952-09-17
Engineer,Hyuckchul,Beilner,223995,2000-01-12,40000,1953-07-11
Staff,Christfried,Kowalchuk,224000,1997-01-05,73563,1952-07-31
Assistant Engineer,Gaurav,Barinka,224002,1987-11-14,64556,1954-05-14
Engineer,Gaurav,Barinka,224002,1987-11-14,64556,1954-05-14
Engineer,Sastry,Ballarin,224004,1987-07-24,40000,1953-07-10
Senior Engineer,Sastry,Ballarin,224004,1987-07-24,40000,1953-07-10
Senior Staff,Mohamadou,Monarch,224006,1986-09-11,58492,1953-05-29
Engineer,Perry,Beetstra,224014,1987-03-23,40661,1954-10-09
Senior Engineer,Perry,Beetstra,224014,1987-03-23,40661,1954-10-09
Engineer,Val,Unni,224027,1987-05-17,52541,1953-09-15
Senior Engineer,Val,Unni,224027,1987-05-17,52541,1953-09-15
Senior Staff,Atreyi,Sommen,224030,1988-02-23,51252,1952-08-03
Staff,Atreyi,Sommen,224030,1988-02-23,51252,1952-08-03
Senior Staff,Inderjeet,Picaronny,224035,1995-11-03,85466,1953-07-20
Staff,Inderjeet,Picaronny,224035,1995-11-03,85466,1953-07-20
Staff,Sham,Sidhu,224037,1988-10-31,58059,1955-07-28
Engineer,Ingemar,Mitchem,224044,1985-10-27,47874,1952-08-22
Senior Engineer,Ingemar,Mitchem,224044,1985-10-27,47874,1952-08-22
Assistant Engineer,Fusako,Herber,224046,1988-04-06,40000,1952-12-09
Engineer,Fusako,Herber,224046,1988-04-06,40000,1952-12-09
Senior Engineer,Mark,Syrzycki,224051,1987-09-24,40000,1953-08-05
Senior Staff,Lene,Ruther,224067,1987-01-14,75167,1954-01-02
Staff,Lene,Ruther,224067,1987-01-14,75167,1954-01-02
Senior Staff,Chrisa,Krzyzanowski,224070,1987-04-05,57261,1952-05-11
Staff,Chrisa,Krzyzanowski,224070,1987-04-05,57261,1952-05-11
Engineer,Uri,Klerer,224085,1990-07-30,40000,1953-11-26
Senior Engineer,Uri,Klerer,224085,1990-07-30,40000,1953-11-26
Senior Staff,Lokesh,Hoogerwoord,224102,1994-03-08,40000,1952-10-02
Staff,Lokesh,Hoogerwoord,224102,1994-03-08,40000,1952-10-02
Engineer,Naftali,Dulay,224111,1988-05-08,40506,1955-05-09
Senior Engineer,Naftali,Dulay,224111,1988-05-08,40506,1955-05-09
Senior Staff,Weiru,Khasidashvili,224117,1993-01-05,42789,1954-10-19
Staff,Weiru,Khasidashvili,224117,1993-01-05,42789,1954-10-19
Senior Staff,Morrie,Terwilliger,224119,1989-09-11,40000,1955-11-04
Staff,Morrie,Terwilliger,224119,1989-09-11,40000,1955-11-04
Engineer,Sachem,Heuter,224139,1987-04-05,40432,1954-06-16
Senior Engineer,Sachem,Heuter,224139,1987-04-05,40432,1954-06-16
Engineer,Pranjal,Chenoweth,224141,1987-12-16,40000,1954-07-11
Senior Engineer,Pranjal,Chenoweth,224141,1987-12-16,40000,1954-07-11
Senior Engineer,Zhiguo,McClure,224142,1993-10-08,49448,1953-12-10
Engineer,Barun,Waterhouse,224143,1987-08-07,78436,1955-12-03
Senior Staff,Munenori,Olano,224162,1987-07-16,54217,1954-06-25
Engineer,Mary,Baaz,224166,1995-06-11,48862,1954-12-12
Senior Engineer,Mary,Baaz,224166,1995-06-11,48862,1954-12-12
Senior Staff,Chaitali,Ramamoorthy,224171,1987-05-26,67175,1952-11-06
Staff,Chaitali,Ramamoorthy,224171,1987-05-26,67175,1952-11-06
Senior Staff,Goncalo,Hartvigsen,224180,1988-08-23,40000,1952-12-30
Staff,Goncalo,Hartvigsen,224180,1988-08-23,40000,1952-12-30
Engineer,Sadun,Zongker,224181,1985-08-15,47635,1952-03-31
Senior Engineer,Sadun,Zongker,224181,1985-08-15,47635,1952-03-31
Senior Staff,Murthy,Neiman,224197,1989-03-08,65238,1954-04-20
Staff,Murthy,Neiman,224197,1989-03-08,65238,1954-04-20
Senior Staff,Bilhanan,Ciolek,224206,1994-06-17,64536,1953-05-05
Technique Leader,Youssef,Khalil,224207,1987-10-01,40000,1954-02-01
Engineer,Amstein,Schreiter,224211,1985-08-05,46610,1954-09-15
Senior Engineer,Amstein,Schreiter,224211,1985-08-05,46610,1954-09-15
Assistant Engineer,Alassane,Mateescu,224214,1987-12-03,40000,1953-07-04
Engineer,Alassane,Mateescu,224214,1987-12-03,40000,1953-07-04
Engineer,Alper,Trumbly,224216,1991-07-24,40000,1953-04-16
Engineer,Murthy,Knightly,224219,1995-07-06,56833,1955-12-12
Senior Engineer,Murthy,Knightly,224219,1995-07-06,56833,1955-12-12
Senior Staff,Sumant,Thorensen,224222,1994-07-12,65250,1955-05-25
Senior Staff,IEEE,Tsukune,224231,1985-08-23,57386,1955-04-05
Engineer,Maha,Slobodova,224234,1986-09-30,53929,1954-06-13
Senior Engineer,Maha,Slobodova,224234,1986-09-30,53929,1954-06-13
Staff,Tuval,Vecchi,224245,1987-03-14,70928,1955-03-24
Technique Leader,Kensei,Juneja,224251,1987-05-22,58573,1954-08-05
Senior Staff,Conal,Monkewich,224253,1987-05-09,40000,1953-01-16
Staff,Hatem,Pews,224255,1996-02-22,40000,1955-06-01
Assistant Engineer,Bedir,Bratten,224260,1994-05-27,52528,1952-10-06
Engineer,Bedir,Bratten,224260,1994-05-27,52528,1952-10-06
Senior Engineer,Weiwu,Lorch,224264,1987-03-06,51638,1953-04-14
Senior Staff,Makato,Kornatzky,224269,1987-12-15,84375,1954-12-25
Assistant Engineer,Kazunori,Meriste,224288,1986-01-01,46194,1954-02-04
Engineer,Kazunori,Meriste,224288,1986-01-01,46194,1954-02-04
Senior Engineer,Kazunori,Meriste,224288,1986-01-01,46194,1954-02-04
Engineer,Christophe,Rosca,224291,1988-09-29,70661,1955-10-26
Senior Engineer,Christophe,Rosca,224291,1988-09-29,70661,1955-10-26
Senior Staff,Shmuel,Tyugu,224294,1986-10-02,52395,1952-09-02
Engineer,Valeri,Shackell,224309,1985-02-20,40000,1955-02-02
Senior Engineer,Valeri,Shackell,224309,1985-02-20,40000,1955-02-02
Engineer,Mayumi,Marzano,224310,1992-11-19,51187,1955-03-25
Senior Staff,Felicidad,Broomell,224317,1988-12-28,49535,1953-03-09
Staff,Felicidad,Broomell,224317,1988-12-28,49535,1953-03-09
Senior Staff,Mona,Middleton,224319,1992-07-13,40000,1953-01-29
Staff,Mona,Middleton,224319,1992-07-13,40000,1953-01-29
Engineer,Shooichi,Ritcey,224321,1986-07-29,51584,1952-10-10
Senior Engineer,Shooichi,Ritcey,224321,1986-07-29,51584,1952-10-10
Technique Leader,Saddek,Feldmann,224322,1999-02-27,53354,1953-06-09
Staff,Adin,Talmor,224352,1992-07-06,85699,1952-04-06
Senior Staff,Giri,Tischendorf,224356,1987-05-09,58048,1955-04-16
Staff,Giri,Tischendorf,224356,1987-05-09,58048,1955-04-16
Senior Staff,Jouko,Nitto,224364,1985-09-07,95003,1952-11-22
Staff,Jouko,Nitto,224364,1985-09-07,95003,1952-11-22
Senior Staff,Aksel,Ventosa,224368,1985-07-06,40000,1954-02-19
Staff,Aksel,Ventosa,224368,1985-07-06,40000,1954-02-19
Senior Staff,Zhilian,Bain,224375,1987-03-04,51803,1955-09-05
Engineer,Selwyn,Gips,224378,1988-02-28,43187,1955-08-02
Senior Engineer,Selwyn,Gips,224378,1988-02-28,43187,1955-08-02
Senior Engineer,Yucai,Bhattacharjee,224386,1996-03-24,51525,1954-06-06
Engineer,Sajjan,Emiris,224387,1993-08-23,74567,1955-06-29
Senior Engineer,Sajjan,Emiris,224387,1993-08-23,74567,1955-06-29
Senior Staff,Isaac,Sanella,224394,1988-09-09,79293,1952-09-13
Staff,Isaac,Sanella,224394,1988-09-09,79293,1952-09-13
Engineer,Duangkaew,Perly,224398,1987-03-11,58635,1955-01-12
Senior Engineer,Duangkaew,Perly,224398,1987-03-11,58635,1955-01-12
Engineer,Mara,Polajnar,224410,1988-08-17,63858,1955-05-01
Senior Engineer,Mara,Polajnar,224410,1988-08-17,63858,1955-05-01
Senior Staff,Hidefumi,Siprelle,224430,1988-07-08,90522,1954-05-23
Senior Staff,Xiadong,Bruckman,224431,1988-03-12,63194,1955-08-23
Staff,Xiadong,Bruckman,224431,1988-03-12,63194,1955-08-23
Engineer,Aruna,Juneja,224437,1986-09-14,40000,1953-03-19
Senior Engineer,Aruna,Juneja,224437,1986-09-14,40000,1953-03-19
Senior Staff,Kwok,Stasinski,224456,1996-07-07,51146,1952-02-10
Engineer,Danai,Dayana,224460,1992-06-24,44527,1954-10-30
Senior Engineer,Danai,Dayana,224460,1992-06-24,44527,1954-10-30
Senior Staff,Zhonghua,Osgood,224461,1988-02-14,60530,1953-12-07
Engineer,Sanjay,Salinas,224466,1989-02-11,40000,1953-05-02
Engineer,Gad,Miyakawa,224467,1985-04-29,40000,1955-07-23
Senior Engineer,Gad,Miyakawa,224467,1985-04-29,40000,1955-07-23
Assistant Engineer,Marla,Birta,224472,1996-01-20,40101,1952-08-11
Engineer,Yechiam,Range,224497,1999-04-11,50332,1953-09-25
Senior Staff,Mary,Khalil,224498,1986-05-13,89315,1955-06-24
Staff,Mary,Khalil,224498,1986-05-13,89315,1955-06-24
Senior Staff,Shuji,Stanger,224505,1986-11-25,73620,1952-06-03
Staff,Shuji,Stanger,224505,1986-11-25,73620,1952-06-03
Engineer,Elzbieta,Einsfeld,224511,1986-01-10,52159,1955-05-11
Senior Engineer,Elzbieta,Einsfeld,224511,1986-01-10,52159,1955-05-11
Engineer,Kazuhito,Schlenzig,224516,1986-03-06,40000,1953-10-10
Senior Staff,Haldun,Uehara,224526,1988-01-09,46371,1953-02-28
Staff,Haldun,Uehara,224526,1988-01-09,46371,1953-02-28
Engineer,Dung,Ibel,224553,1988-12-12,40000,1953-10-02
Senior Engineer,Dung,Ibel,224553,1988-12-12,40000,1953-10-02
Engineer,Xudong,Ruemmler,224582,1999-02-20,46302,1955-07-25
Senior Engineer,Menkae,Langford,224595,1986-02-19,56852,1952-03-23
Senior Staff,Dipayan,Genther,224597,1985-09-07,64164,1952-07-29
Senior Staff,Marsha,Munck,224612,1986-06-08,48493,1952-02-24
Staff,Marsha,Munck,224612,1986-06-08,48493,1952-02-24
Engineer,Tetsurou,Lipner,224622,1987-08-12,40000,1953-08-21
Senior Engineer,Tetsurou,Lipner,224622,1987-08-12,40000,1953-08-21
Senior Staff,Jaroslava,Peir,224664,1997-10-06,45171,1955-01-02
Senior Staff,Lobel,Castellani,224665,1992-06-28,40000,1952-04-20
Staff,Lobel,Castellani,224665,1992-06-28,40000,1952-04-20
Senior Engineer,Barna,Cappello,224675,1986-08-01,40000,1953-02-17
Senior Staff,Souichi,Cesareni,224676,1996-05-28,74901,1954-01-28
Staff,Mats,Simmel,224679,1998-04-15,85540,1954-10-07
Senior Staff,Beshir,Liedekerke,224680,1986-07-22,81138,1955-04-06
Senior Staff,Candida,Perng,224692,1986-10-21,49012,1955-07-09
Staff,Candida,Perng,224692,1986-10-21,49012,1955-07-09
Senior Staff,Arfst,Collette,224694,1986-08-26,76188,1954-01-16
Engineer,Charlene,Ponthieu,224699,1987-09-10,40000,1952-10-06
Senior Engineer,Charlene,Ponthieu,224699,1987-09-10,40000,1952-10-06
Engineer,Keung,Vakili,224701,1987-11-27,40000,1954-12-26
Senior Engineer,Keung,Vakili,224701,1987-11-27,40000,1954-12-26
Engineer,Guadalupe,Alpay,224723,1999-07-12,40000,1955-01-25
Engineer,Gretta,Wroclawski,224724,1988-01-06,40000,1953-05-18
Senior Engineer,Gretta,Wroclawski,224724,1988-01-06,40000,1953-05-18
Senior Staff,Atreye,Casley,224728,1988-07-31,40000,1953-12-14
Engineer,Yurij,Shokrollahi,224737,1996-11-21,40000,1952-09-22
Engineer,Xumin,Heping,224755,1989-07-17,58594,1952-05-10
Senior Engineer,Xumin,Heping,224755,1989-07-17,58594,1952-05-10
Engineer,Utpal,Nastansky,224764,1997-11-24,49706,1954-08-21
Senior Staff,Thanasis,Salinas,224776,1989-04-21,71802,1954-12-05
Staff,Thanasis,Salinas,224776,1989-04-21,71802,1954-12-05
Technique Leader,Rosli,Soloway,224781,1993-03-16,40000,1955-09-30
Senior Staff,Yaghout,Beetstra,224785,1986-02-17,47555,1953-02-20
Staff,Yaghout,Beetstra,224785,1986-02-17,47555,1953-02-20
Senior Engineer,Jenwei,Besancenot,224791,1985-05-17,40000,1953-05-07
Senior Staff,Chaitali,Shokrollahi,224795,1989-11-10,84880,1954-04-28
Staff,Chaitali,Shokrollahi,224795,1989-11-10,84880,1954-04-28
Staff,Muneo,Cappello,224810,1998-11-07,40000,1952-09-21
Senior Staff,Zhensheng,Rosis,224818,1987-12-13,52913,1955-04-05
Staff,Zhensheng,Rosis,224818,1987-12-13,52913,1955-04-05
Senior Staff,Shalesh,Plesums,224820,1996-02-10,65227,1954-05-22
Senior Staff,Lobel,Alpin,224822,1985-04-12,40000,1953-06-07
Staff,Lobel,Alpin,224822,1985-04-12,40000,1953-06-07
Senior Staff,Leaf,Zedlitz,224824,1985-09-27,56558,1954-07-07
Staff,Leaf,Zedlitz,224824,1985-09-27,56558,1954-07-07
Senior Engineer,Zhigen,Versino,224828,1985-10-11,40000,1953-12-24
Senior Staff,Arunas,Ermel,224831,1991-12-15,58536,1952-11-13
Staff,Arunas,Ermel,224831,1991-12-15,58536,1952-11-13
Engineer,Rimli,Coombs,224832,1990-03-02,49175,1955-09-19
Assistant Engineer,Yahiko,Ambroszkiewicz,224837,1986-12-15,40723,1952-12-21
Engineer,Yahiko,Ambroszkiewicz,224837,1986-12-15,40723,1952-12-21
Senior Engineer,Yahiko,Ambroszkiewicz,224837,1986-12-15,40723,1952-12-21
Senior Staff,Janalee,Openshaw,224843,1989-06-06,40000,1952-04-21
Staff,Janalee,Openshaw,224843,1989-06-06,40000,1952-04-21
Engineer,LiMin,Waterhouse,224848,1993-07-21,42579,1953-07-25
Senior Engineer,LiMin,Waterhouse,224848,1993-07-21,42579,1953-07-25
Engineer,Djelloul,Randi,224853,1985-10-24,52325,1953-04-27
Senior Engineer,Djelloul,Randi,224853,1985-10-24,52325,1953-04-27
Senior Staff,Emdad,Ramalingam,224859,1988-04-28,69983,1954-01-13
Senior Staff,Fumitaka,Conry,224871,1995-03-01,82685,1953-09-26
Senior Staff,Yongmao,Gewali,224875,1985-10-22,40000,1954-08-07
Staff,Yongmao,Gewali,224875,1985-10-22,40000,1954-08-07
Technique Leader,Angus,Ramsay,224880,1994-11-07,54266,1955-07-12
Senior Staff,Hercules,Matheson,224885,1989-12-04,40000,1955-11-12
Staff,Hercules,Matheson,224885,1989-12-04,40000,1955-11-12
